2.890625000000000000e-01 2.890625000000000000e-01 2.890625000000000000e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.671875000000000000e-01 8.671875000000000000e-01 8.671875000000000000e-01
6.406250000000000000e-01 6.406250000000000000e-01 6.406250000000000000e-01
5.117187500000000000e-01 5.117187500000000000e-01 5.117187500000000000e-01
1.914062500000000000e-01 1.914062500000000000e-01 1.914062500000000000e-01
5.429687500000000000e-01 1.250000000000000000e-01 1.914062500000000000e-01
9.960937500000000000e-01 2.539062500000000000e-01 4.804687500000000000e-01
9.960937500000000000e-01 8.007812500000000000e-01 2.226562500000000000e-01
7.382812500000000000e-01 3.828125000000000000e-01 3.828125000000000000e-01
9.960937500000000000e-01 6.093750000000000000e-01 6.093750000000000000e-01
7.382812500000000000e-01 7.382812500000000000e-01 7.382812500000000000e-01
6.093750000000000000e-01 4.804687500000000000e-01 3.125000000000000000e-02
9.960937500000000000e-01 9.960937500000000000e-01 9.960937500000000000e-01
5.781250000000000000e-01 5.781250000000000000e-01 5.781250000000000000e-01
