2.890625000000000000e-01 6.093750000000000000e-01 8.320312500000000000e-01
6.250000000000000000e-02 6.250000000000000000e-02 6.250000000000000000e-02
1.914062500000000000e-01 4.492187500000000000e-01 6.093750000000000000e-01
5.781250000000000000e-01 2.539062500000000000e-01 4.140625000000000000e-01
9.296875000000000000e-01 3.515625000000000000e-01 3.828125000000000000e-01
1.914062500000000000e-01 2.226562500000000000e-01 3.828125000000000000e-01
3.515625000000000000e-01 2.226562500000000000e-01 2.890625000000000000e-01
9.960937500000000000e-01 9.960937500000000000e-01 9.960937500000000000e-01
5.429687500000000000e-01 8.320312500000000000e-01 9.960937500000000000e-01
9.960937500000000000e-01 5.781250000000000000e-01 7.031250000000000000e-01
7.031250000000000000e-01 5.781250000000000000e-01 2.890625000000000000e-01
9.960937500000000000e-01 8.320312500000000000e-01 3.828125000000000000e-01
3.828125000000000000e-01 3.828125000000000000e-01 2.539062500000000000e-01
7.382812500000000000e-01 2.890625000000000000e-01 4.140625000000000000e-01
